Labeled component,Whole distribution component CC,Whole distribution component SS,PU SCAR correction,Calculated loss,Epoch
0.24665040969848634,0.49735144674777987,0.5005799323320389,0.2534996151924133,0.4905022352933884,0
0.2387847349047661,0.4914194464683533,0.5018731534481049,0.2613652914762497,0.4688388854265213,1
0.23163552582263947,0.4861773163080215,0.503179258108139,0.2685144990682602,0.4492983460426331,2
0.2251328632235527,0.4817878156900406,0.5044200479984283,0.27501716613769533,0.4319035172462463,3
0.220005065202713,0.4780539393424988,0.505620414018631,0.28014495968818665,0.4179140478372574,4
0.21439817249774934,0.47494280338287354,0.5070721983909607,0.2857518494129181,0.40358912348747256,5
0.21019942462444305,0.47250323593616483,0.5081849694252014,0.28995060324668886,0.3927520513534546,6
0.2057653024792671,0.46973866820335386,0.509252005815506,0.29438472986221315,0.38111923933029174,7
0.2024689108133316,0.46784815192222595,0.510352611541748,0.2976811081171036,0.3726359516382217,8
0.19821137189865112,0.4671694695949554,0.5128012299537659,0.3019386500120163,0.3634421944618225,9
0.19526758939027786,0.46723165512084963,0.5147824764251709,0.30488243997097014,0.3576168030500412,10
0.19185780584812165,0.4666386514902115,0.5164871037006378,0.30829223394393923,0.35020422339439394,11
0.18861881494522095,0.4667226135730743,0.5186551988124848,0.31153119802474977,0.34381023049354553,12
0.18513259291648865,0.46739499270915985,0.5215181946754456,0.31501744091510775,0.3375101417303085,13
0.18320232778787612,0.4676160871982574,0.5230761528015136,0.31694768369197845,0.33387073278427126,14
0.17966811805963517,0.4680966526269913,0.5254900276660919,0.3204819023609161,0.3272828638553619,15
0.17720668464899064,0.46947005689144133,0.5280341267585754,0.3229433536529541,0.32373338639736177,16
0.17420801967382432,0.47026551961898805,0.5308038055896759,0.3259420067071915,0.31853153705596926,17
0.17172591537237167,0.47167767882347106,0.5333351254463196,0.32842410504817965,0.31497949063777925,18
0.16995991617441178,0.47320932149887085,0.5355468153953552,0.3301901131868362,0.3129791259765625,19
0.16742016226053238,0.47281732261180875,0.537236362695694,0.33272986114025116,0.3075076252222061,20
0.16515182107686996,0.474423936009407,0.5397853195667267,0.3349982053041458,0.3045775517821312,21
0.1625704288482666,0.4758608967065811,0.5420445144176483,0.3375795781612396,0.3008517503738403,22
0.16069744825363158,0.4764026582241058,0.544134771823883,0.3394525766372681,0.2976475298404694,23
0.15942611843347548,0.4786746740341187,0.5461605191230774,0.34072391390800477,0.297376874089241,24
0.15746986567974092,0.47918292284011843,0.5479691922664642,0.34268016517162325,0.2939726173877716,25
0.15516268461942673,0.48024908304214475,0.5500098466873169,0.3449873417615891,0.2904244214296341,26
0.15332335978746414,0.480634531378746,0.5515716850757599,0.3468266636133194,0.2871312290430069,27
0.1517801195383072,0.48204354047775266,0.5535237729549408,0.3483699172735214,0.28545374423265457,28
0.15077554881572724,0.4836194485425949,0.5553299844264984,0.3493744760751724,0.28502052277326584,29
0.1490677297115326,0.4840614140033722,0.5567505955696106,0.35108230710029603,0.28204684108495715,30
0.14726176708936692,0.4851974755525589,0.5586656272411347,0.3528882533311844,0.27957099229097365,31
0.1462383583188057,0.48585346937179563,0.5599496722221374,0.35391165912151334,0.27818016707897186,32
0.1453281134366989,0.486774218082428,0.561045128107071,0.35482190251350404,0.27728043049573897,33
0.14436500668525695,0.4881220042705536,0.5625905930995941,0.3557850182056427,0.27670199126005174,34
0.14287668466567993,0.48789082169532777,0.5633440017700195,0.3572733461856842,0.2734941616654396,35
0.14159241318702698,0.4877697616815567,0.5642541348934174,0.3585576057434082,0.27080456614494325,36
0.1397411823272705,0.48835291266441344,0.5658948123455048,0.3604088366031647,0.26768525391817094,37
0.13910124972462654,0.48954827189445493,0.5668608605861664,0.36104877293109894,0.26760075241327286,38
0.1378343768417835,0.4890587955713272,0.5678944170475007,0.3623156398534775,0.2645775258541107,39
0.13747213855385781,0.49028027057647705,0.5686819434165955,0.3626778870820999,0.26507452726364134,40
0.1363963320851326,0.4910497784614563,0.5694135904312134,0.3637536853551865,0.2636924237012863,41
0.1356570914387703,0.49118133187294005,0.5703908503055573,0.36449292600154876,0.26234550029039383,42
0.13464967384934426,0.4918344736099243,0.5716125786304473,0.3655003547668457,0.2609837979078293,43
0.1340450242161751,0.49198903143405914,0.5722854495048523,0.3661049991846085,0.25992905646562575,44
0.13199827298521996,0.4914880692958832,0.5731094360351563,0.3681517630815506,0.25533457696437833,45
0.13278536796569823,0.49375779926776886,0.574051296710968,0.3673646539449692,0.2591785117983818,46
0.13174709677696228,0.49330566823482513,0.5743756592273712,0.36840293407440183,0.2566498339176178,47
0.13074763342738152,0.49427685141563416,0.5754110872745514,0.36940238773822787,0.255622099339962,48
0.12988386824727058,0.49309355318546294,0.5754032492637634,0.37026616334915163,0.25271125882864,49
