Labeled component,Whole distribution component CC,Whole distribution component SS,PU SCAR correction,Calculated loss,Epoch
0.19446671903133392,0.5403126895427703,0.5644588470458984,0.30568329989910126,0.4290961056947708,0
0.15606669485569,0.5001203417778015,0.5627818167209625,0.3440833419561386,0.3121036887168884,1
0.1339585527777672,0.4781375348567963,0.5632175743579865,0.36619147658348083,0.24590460658073426,2
0.11804360002279282,0.4634286642074585,0.563783484697342,0.382106414437294,0.1993658497929573,3
0.10537739172577858,0.4524280846118927,0.56476930975914,0.3947726398706436,0.1630328379571438,4
0.09540407955646515,0.4443127870559692,0.5657505214214325,0.40474594831466676,0.13497091457247734,5
0.08662874177098275,0.4362958252429962,0.5661694407463074,0.41352128982543945,0.10940327718853951,6
0.0795847237110138,0.4298743039369583,0.5665623605251312,0.4205653131008148,0.06293827220797539,7
0.07541511580348015,0.42738996148109437,0.5680911064147949,0.4247349053621292,0.05573652684688568,8
0.07273452803492546,0.42713130116462705,0.5694799482822418,0.4274154931306839,0.05587649568915367,9
0.06981388702988625,0.4256416827440262,0.5707339227199555,0.4303361356258392,0.03669639825820923,10
0.06834472194314004,0.4274597316980362,0.5730082571506501,0.43180530071258544,0.04069669023156166,11
0.06756756491959096,0.4303317129611969,0.5753963530063629,0.4325824588537216,0.04362895116209984,12
0.0660950232297182,0.43239134550094604,0.5776418447494507,0.4340550035238266,0.03816637098789215,13
0.06563416384160518,0.435891592502594,0.5804432094097137,0.43451585471630094,0.03250147849321365,14
0.06483290381729603,0.4384965479373932,0.582227599620819,0.4353171199560165,0.06484470963478088,15
0.0618250522762537,0.43498001992702484,0.5820975601673126,0.438324961066246,0.024251829832792282,16
0.06052013151347637,0.4372334897518158,0.583950263261795,0.43962990045547484,0.04803854636847973,17
0.058877088502049445,0.43611947298049925,0.5851936638355255,0.4412729352712631,0.040869797393679616,18
0.05767441987991333,0.4391294211149216,0.5875175654888153,0.4424756050109863,0.024595900624990463,19
0.057852679118514064,0.4441974401473999,0.590916883945465,0.4422973275184631,0.03525252938270569,20
0.0574459332972765,0.44763806462287903,0.5936105728149415,0.4427040994167328,0.049969065189361575,21
0.056196969002485275,0.447223761677742,0.5945943653583526,0.44395304620265963,0.045059089362621305,22
0.05442274548113346,0.44525779485702516,0.5939622402191163,0.445727276802063,0.04103321358561516,23
0.05248208902776241,0.4429150462150574,0.5935522973537445,0.4476679295301437,0.03493384756147862,24
0.051927771791815756,0.44537735283374785,0.5956864655017853,0.44822225272655486,0.035386544466018674,25
0.05149014554917812,0.44899686276912687,0.5986109972000122,0.4486598610877991,0.031501127406954765,26
0.05091286599636078,0.45192753374576566,0.6007241189479828,0.44923715889453886,0.04707966074347496,27
0.04941315166652203,0.4496141135692596,0.6003013014793396,0.45073687434196474,0.04276881217956543,28
0.047809458896517755,0.4472150057554245,0.599709665775299,0.45234057009220124,0.019818447157740594,29
0.047790537029504775,0.45345775187015536,0.6033571004867554,0.45235949754714966,0.03504985757172108,30
0.047255908325314525,0.45408701002597807,0.6048536956310272,0.45289411544799807,0.040679340809583665,31
0.04571228586137295,0.4518756181001663,0.6038592636585236,0.45443774163722994,0.031829226016998294,32
0.04452910013496876,0.450850373506546,0.6042519509792328,0.45562092065811155,0.02954060547053814,33
0.043915797397494315,0.4543302863836288,0.6066563248634338,0.45623422861099244,0.03149043209850788,34
0.043388675525784494,0.45569077134132385,0.6082552373409271,0.4567613512277603,0.032316848263144494,35
0.04277389869093895,0.4578232020139694,0.6100966572761536,0.4573761194944382,0.03233429230749607,36
0.04188043922185898,0.4567901700735092,0.6103029131889344,0.4582695871591568,0.026137984544038772,37
0.04108540378510952,0.457792928814888,0.6107738971710205,0.4590646207332611,0.038014230132102964,38
0.04051675274968147,0.4555866360664368,0.6105041444301605,0.4596332788467407,0.03176730610430241,39
0.03951309472322464,0.45489620566368105,0.6100322604179382,0.46063692271709444,0.029187655448913573,40
0.03909561559557915,0.45720448195934293,0.6117073595523834,0.46105441451072693,0.024319487810134887,41
0.03918902911245823,0.46292232871055605,0.61572744846344,0.4609609991312027,0.035763726383447644,42
0.038415220379829404,0.46300300657749177,0.6162081956863403,0.46173480749130247,0.029001903906464576,43
0.03823067434132099,0.46519876420497897,0.6180065751075745,0.46191935539245604,0.0335228905081749,44
0.0375630084425211,0.4657152384519577,0.6187789797782898,0.46258699595928193,0.0350719515234232,45
0.03675692863762379,0.46366314589977264,0.6181968748569489,0.4633931130170822,0.03158007450401783,46
0.03582331910729408,0.46221838891506195,0.617710393667221,0.4643266946077347,0.024121704697608947,47
0.03542195428162813,0.4653220444917679,0.6198043644428253,0.46472808718681335,0.025843634083867074,48
0.035127049684524535,0.4672225385904312,0.6220852851867675,0.46502297222614286,0.03175920061767101,49
